"term","freq","s1","s2","s3","prob"
"found on the",5,"found","on","the",0.416666666666667
"found out i",5,"found","out","i",0.116279069767442
"founder of the",5,"founder","of","the",0.555555555555556
"fourth of july",5,"fourth","of","july",0.714285714285714
"free to email",5,"free","to","email",0.119047619047619
"friday the th",5,"friday","the","th",0.416666666666667
"friends and i",5,"friends","and","i",0.0769230769230769
"from all the",5,"from","all","the",0.185185185185185
"from last week",5,"from","last","week",0.227272727272727
"from new york",5,"from","new","york",1
"from the dead",5,"from","the","dead",0.00607533414337789
"from time to",5,"from","time","to",0.833333333333333
"full of shit",5,"full","of","shit",0.05
"game of the",5,"game","of","the",0.166666666666667
"gave me the",5,"gave","me","the",0.0909090909090909
"get a better",5,"get","a","better",0.0218340611353712
"get a good",5,"get","a","good",0.0218340611353712
"get all of",5,"get","all","of",0.2
"get any better",5,"get","any","better",0.277777777777778
"get at me",5,"get","at","me",0.333333333333333
"get down to",5,"get","down","to",0.3125
"get it back",5,"get","it","back",0.0393700787401575
"get me to",5,"get","me","to",0.111111111111111
"get my hair",5,"get","my","hair",0.0980392156862745
"get on my",5,"get","on","my",0.108695652173913
"get on that",5,"get","on","that",0.108695652173913
"get the same",5,"get","the","same",0.031055900621118
"get the word",5,"get","the","word",0.031055900621118
"get to be",5,"get","to","be",0.0277777777777778
"get to go",5,"get","to","go",0.0277777777777778
"get up early",5,"get","up","early",0.138888888888889
"get what i",5,"get","what","i",0.384615384615385
"gets to the",5,"gets","to","the",0.384615384615385
"getting rid of",5,"getting","rid","of",1
"getting used to",5,"getting","used","to",1
"give a fuck",5,"give","a","fuck",0.15625
"give it back",5,"give","it","back",0.116279069767442
"give me some",5,"give","me","some",0.0675675675675676
"give them a",5,"give","them","a",0.2
"give them the",5,"give","them","the",0.2
"give u a",5,"give","u","a",0.5
"giving me a",5,"giving","me","a",0.357142857142857
"giving me the",5,"giving","me","the",0.357142857142857
"go along with",5,"go","along","with",0.625
"go into the",5,"go","into","the",0.25
"go on and",5,"go","on","and",0.078125
"go on sale",5,"go","on","sale",0.078125
"go out of",5,"go","out","of",0.087719298245614
"go out on",5,"go","out","on",0.087719298245614
"go to college",5,"go","to","college",0.0170648464163823
"go to my",5,"go","to","my",0.0170648464163823
"goal was to",5,"goal","was","to",0.833333333333333
"god has a",5,"god","has","a",0.217391304347826
"god is good",5,"god","is","good",0.1
"god is the",5,"god","is","the",0.1
"goes back to",5,"goes","back","to",0.833333333333333
"goes on to",5,"goes","on","to",0.208333333333333
"goes out to",5,"goes","out","to",0.5
"going to let",5,"going","to","let",0.00571428571428571
"going to play",5,"going","to","play",0.00571428571428571
"going to school",5,"going","to","school",0.00571428571428571
"going to send",5,"going","to","send",0.00571428571428571
"going to stop",5,"going","to","stop",0.00571428571428571
"going to want",5,"going","to","want",0.00571428571428571
"gonna be the",5,"gonna","be","the",0.0531914893617021
"gonna have a",5,"gonna","have","a",0.357142857142857
"good as the",5,"good","as","the",0.238095238095238
"good morning twitter",5,"good","morning","twitter",0.0378787878787879
"good news is",5,"good","news","is",0.108695652173913
"good or bad",5,"good","or","bad",0.5
"good seeing you",5,"good","seeing","you",1
"good to have",5,"good","to","have",0.0543478260869565
"got a bit",5,"got","a","bit",0.0276243093922652
"got a great",5,"got","a","great",0.0276243093922652
"got to do",5,"got","to","do",0.0373134328358209
"got to meet",5,"got","to","meet",0.0373134328358209
"great addition to",5,"great","addition","to",1
"great seeing you",5,"great","seeing","you",0.714285714285714
"great thanks for",5,"great","thanks","for",0.625
"great time at",5,"great","time","at",0.104166666666667
"guess i'm not",5,"guess","i'm","not",0.454545454545455
"guess i should",5,"guess","i","should",0.111111111111111
"guess you could",5,"guess","you","could",0.714285714285714
"had a very",5,"had","a","very",0.011441647597254
"had an amazing",5,"had","an","amazing",0.104166666666667
"had to leave",5,"had","to","leave",0.0175438596491228
"had to pick",5,"had","to","pick",0.0175438596491228
"had to take",5,"had","to","take",0.0175438596491228
"half an hour",5,"half","an","hour",0.833333333333333
"happen to be",5,"happen","to","be",0.147058823529412
"happens to me",5,"happens","to","me",0.357142857142857
"happy b day",5,"happy","b","day",1
"happy i am",5,"happy","i","am",0.555555555555556
"happy to help",5,"happy","to","help",0.0609756097560976
"hard not to",5,"hard","not","to",1
"hard work pays",5,"hard","work","pays",0.147058823529412
"has a new",5,"has","a","new",0.0232558139534884
"has a nice",5,"has","a","nice",0.0232558139534884
"has already been",5,"has","already","been",0.25
"has also been",5,"has","also","been",0.384615384615385
"has been on",5,"has","been","on",0.0134408602150538
"has been so",5,"has","been","so",0.0134408602150538
"has no idea",5,"has","no","idea",0.128205128205128
"has not yet",5,"has","not","yet",0.161290322580645
"has to offer",5,"has","to","offer",0.0476190476190476
"have a baby",5,"have","a","baby",0.00549450549450549
"have a beer",5,"have","a","beer",0.00549450549450549
"have a blessed",5,"have","a","blessed",0.00549450549450549
"have a facebook",5,"have","a","facebook",0.00549450549450549
"have a feeling",5,"have","a","feeling",0.00549450549450549
"have a long",5,"have","a","long",0.00549450549450549
"have a really",5,"have","a","really",0.00549450549450549
"have access to",5,"have","access","to",1
"have also been",5,"have","also","been",0.294117647058824
"have an answer",5,"have","an","answer",0.0434782608695652
"have been more",5,"have","been","more",0.0115740740740741
"have ever seen",5,"have","ever","seen",0.25
"have found that",5,"have","found","that",0.192307692307692
"have fun and",5,"have","fun","and",0.0793650793650794
"have fun at",5,"have","fun","at",0.0793650793650794
"have gone to",5,"have","gone","to",0.227272727272727
"have had to",5,"have","had","to",0.078125
"have hours to",5,"have","hours","to",1
"have made a",5,"have","made","a",0.142857142857143
"have made it",5,"have","made","it",0.142857142857143
"have sex with",5,"have","sex","with",0.357142857142857
"have the ability",5,"have","the","ability",0.0227272727272727
"have the most",5,"have","the","most",0.0227272727272727
"have their own",5,"have","their","own",0.263157894736842
"have to stop",5,"have","to","stop",0.00722543352601156
"have to worry",5,"have","to","worry",0.00722543352601156
"have you tried",5,"have","you","tried",0.037593984962406
"haven't had a",5,"haven't","had","a",0.3125
"haven't talked to",5,"haven't","talked","to",1
"having a bad",5,"having","a","bad",0.0387596899224806
"having a blast",5,"having","a","blast",0.0387596899224806
"he gave me",5,"he","gave","me",0.454545454545455
"he got to",5,"he","got","to",0.135135135135135
"he had an",5,"he","had","an",0.040650406504065
"he had no",5,"he","had","no",0.040650406504065
"he is just",5,"he","is","just",0.0196850393700787
"he is right",5,"he","is","right",0.0196850393700787
"he knows how",5,"he","knows","how",0.172413793103448
"he loves me",5,"he","loves","me",0.277777777777778
"he was born",5,"he","was","born",0.0140449438202247
"he was doing",5,"he","was","doing",0.0140449438202247
"he would do",5,"he","would","do",0.0847457627118644
"he would not",5,"he","would","not",0.0847457627118644
"heading out to",5,"heading","out","to",0.555555555555556
"hear what you",5,"hear","what","you",0.357142857142857
"heart and soul",5,"heart","and","soul",0.178571428571429
"help me get",5,"help","me","get",0.0980392156862745
"help me with",5,"help","me","with",0.0980392156862745
"her out of",5,"her","out","of",0.454545454545455
"her she was",5,"her","she","was",0.208333333333333
"here for a",5,"here","for","a",0.161290322580645
"here is my",5,"here","is","my",0.0555555555555556
"here on the",5,"here","on","the",0.3125
"here you can",5,"here","you","can",0.333333333333333
"hes going to",5,"hes","going","to",1
"hey how are",5,"hey","how","are",0.454545454545455
"hey thanks for",5,"hey","thanks","for",0.555555555555556
"high school and",5,"high","school","and",0.0515463917525773
"him as he",5,"him","as","he",0.25
"him he was",5,"him","he","was",0.208333333333333
"him i didn't",5,"him","i","didn't",0.135135135135135
"his ability to",5,"his","ability","to",0.833333333333333
"his life he",5,"his","life","he",0.121951219512195
"his love for",5,"his","love","for",0.357142857142857
"his way to",5,"his","way","to",0.294117647058824
"hit by a",5,"hit","by","a",0.454545454545455
"hold on to",5,"hold","on","to",0.3125
"home to the",5,"home","to","the",0.0961538461538462
"home with the",5,"home","with","the",0.166666666666667
"hope i get",5,"hope","i","get",0.185185185185185
"hope that the",5,"hope","that","the",0.106382978723404
"hope u had",5,"hope","u","had",0.238095238095238
"hope you're having",5,"hope","you're","having",0.294117647058824
"hope you find",5,"hope","you","find",0.0268817204301075
"hoping for a",5,"hoping","for","a",0.333333333333333
"hoping to get",5,"hoping","to","get",0.147058823529412
"how about a",5,"how","about","a",0.151515151515152
"how does one",5,"how","does","one",0.161290322580645
"how hard you",5,"how","hard","you",0.227272727272727
"how i can",5,"how","i","can",0.0561797752808989
"how in the",5,"how","in","the",0.555555555555556
"how is the",5,"how","is","the",0.15625
"how it is",5,"how","it","is",0.0806451612903226
"how it was",5,"how","it","was",0.0806451612903226
"how it works",5,"how","it","works",0.0806451612903226
"how much he",5,"how","much","he",0.0342465753424658
"how the hell",5,"how","the","hell",0.0684931506849315
"how to create",5,"how","to","create",0.0191570881226054
"how was your",5,"how","was","your",0.25
"how we are",5,"how","we","are",0.125
"how would you",5,"how","would","you",0.625
"i'll be a",5,"i'll","be","a",0.037037037037037
"i'll be doing",5,"i'll","be","doing",0.037037037037037
"i'll be on",5,"i'll","be","on",0.037037037037037
"i'll be out",5,"i'll","be","out",0.037037037037037
"i'll be sure",5,"i'll","be","sure",0.037037037037037
"i'll miss you",5,"i'll","miss","you",0.833333333333333
"i'll take a",5,"i'll","take","a",0.238095238095238
"i'm beginning to",5,"i'm","beginning","to",1
"i'm done with",5,"i'm","done","with",0.333333333333333
"i'm just a",5,"i'm","just","a",0.0793650793650794
"i'm just not",5,"i'm","just","not",0.0793650793650794
"i'm not saying",5,"i'm","not","saying",0.0241545893719807
"i'm sick of",5,"i'm","sick","of",0.5
"i'm so jealous",5,"i'm","so","jealous",0.0467289719626168
"i'm so sad",5,"i'm","so","sad",0.0467289719626168
"i'm so sorry",5,"i'm","so","sorry",0.0467289719626168
"i'm sure that",5,"i'm","sure","that",0.0666666666666667
"i'm sure the",5,"i'm","sure","the",0.0666666666666667
"i'm sure they",5,"i'm","sure","they",0.0666666666666667
"i'm talking about",5,"i'm","talking","about",0.5
"i'm tempted to",5,"i'm","tempted","to",1
"i'm tired of",5,"i'm","tired","of",0.5
"i've been in",5,"i've","been","in",0.0364963503649635
"i've decided to",5,"i've","decided","to",0.625
"i've ever had",5,"i've","ever","had",0.161290322580645
"i absolutely love",5,"i","absolutely","love",0.555555555555556
"i already know",5,"i","already","know",0.131578947368421
"i am all",5,"i","am","all",0.00462962962962963
"i am feeling",5,"i","am","feeling",0.00462962962962963
"i am finally",5,"i","am","finally",0.00462962962962963
"i am only",5,"i","am","only",0.00462962962962963
"i am taking",5,"i","am","taking",0.00462962962962963
"i am talking",5,"i","am","talking",0.00462962962962963
"i am thinking",5,"i","am","thinking",0.00462962962962963
"i am too",5,"i","am","too",0.00462962962962963
"i am working",5,"i","am","working",0.00462962962962963
"i am your",5,"i","am","your",0.00462962962962963
"i appreciate the",5,"i","appreciate","the",0.227272727272727
"i ask you",5,"i","ask","you",0.238095238095238
"i asked if",5,"i","asked","if",0.113636363636364
"i beg to",5,"i","beg","to",1
"i bet the",5,"i","bet","the",0.1
"i call it",5,"i","call","it",0.217391304347826
"i can give",5,"i","can","give",0.00836120401337793
"i can handle",5,"i","can","handle",0.00836120401337793
"i can not",5,"i","can","not",0.00836120401337793
"i can now",5,"i","can","now",0.00836120401337793
"i can remember",5,"i","can","remember",0.00836120401337793
"i can trust",5,"i","can","trust",0.00836120401337793
"i cant believe",5,"i","cant","believe",0.0526315789473684
