"term","freq","s1","s2","s3","s4","prob"
"birthday to you happy",5,"birthday","to","you","happy",0.333333333333333
"bit of a surprise",5,"bit","of","a","surprise",0.040650406504065
"bored out of my",5,"bored","out","of","my",1
"boston add boston add",5,"boston","add","boston","add",0.833333333333333
"bottom of this post",5,"bottom","of","this","post",0.714285714285714
"burned calories doing minutes",5,"burned","calories","doing","minutes",1
"but as soon as",5,"but","as","soon","as",1
"but at least we",5,"but","at","least","we",0.0925925925925926
"but at least you",5,"but","at","least","you",0.0925925925925926
"but every now and",5,"but","every","now","and",0.833333333333333
"but for now i",5,"but","for","now","i",0.2
"but here's my number",5,"but","here's","my","number",0.625
"but here we are",5,"but","here","we","are",1
"but i am so",5,"but","i","am","so",0.034965034965035
"but i believe that",5,"but","i","believe","that",0.3125
"but i decided to",5,"but","i","decided","to",0.5
"but i did it",5,"but","i","did","it",0.087719298245614
"but i don't see",5,"but","i","don't","see",0.0446428571428571
"but i find it",5,"but","i","find","it",0.3125
"but i have the",5,"but","i","have","the",0.032258064516129
"but i knew that",5,"but","i","knew","that",0.3125
"but i know that",5,"but","i","know","that",0.0735294117647059
"but i know the",5,"but","i","know","the",0.0735294117647059
"but i know you",5,"but","i","know","you",0.0735294117647059
"but i like it",5,"but","i","like","it",0.147058823529412
"but i still like",5,"but","i","still","like",0.0714285714285714
"but i still love",5,"but","i","still","love",0.0714285714285714
"but i thought i",5,"but","i","thought","i",0.192307692307692
"but i wonder if",5,"but","i","wonder","if",0.555555555555556
"but i would have",5,"but","i","would","have",0.151515151515152
"but it does seem",5,"but","it","does","seem",0.192307692307692
"but it has a",5,"but","it","has","a",0.217391304347826
"but it has been",5,"but","it","has","been",0.217391304347826
"but it is still",5,"but","it","is","still",0.0284090909090909
"but it seems like",5,"but","it","seems","like",0.227272727272727
"but it turns out",5,"but","it","turns","out",1
"but it was too",5,"but","it","was","too",0.0297619047619048
"but its not the",5,"but","its","not","the",0.208333333333333
"but most of the",5,"but","most","of","the",0.294117647058824
"but not as much",5,"but","not","as","much",0.227272727272727
"but not enough to",5,"but","not","enough","to",0.625
"but not quite as",5,"but","not","quite","as",0.416666666666667
"but now i have",5,"but","now","i","have",0.131578947368421
"but on the other",5,"but","on","the","other",0.238095238095238
"but that's another story",5,"but","that's","another","story",0.714285714285714
"but that is a",5,"but","that","is","a",0.116279069767442
"but that is what",5,"but","that","is","what",0.116279069767442
"but the fact is",5,"but","the","fact","is",0.294117647058824
"but the point is",5,"but","the","point","is",1
"but there are plenty",5,"but","there","are","plenty",0.0757575757575758
"but there was a",5,"but","there","was","a",0.151515151515152
"but this is one",5,"but","this","is","one",0.0568181818181818
"but we all know",5,"but","we","all","know",0.25
"but you are not",5,"but","you","are","not",0.384615384615385
"but you can also",5,"but","you","can","also",0.0909090909090909
"but you never know",5,"but","you","never","know",0.454545454545455
"by a couple of",5,"by","a","couple","of",1
"by clicking on the",5,"by","clicking","on","the",0.714285714285714
"by that i mean",5,"by","that","i","mean",0.555555555555556
"by the lack of",5,"by","the","lack","of",1
"by the time they",5,"by","the","time","they",0.0510204081632653
"by visit the link",5,"by","visit","the","link",1
"call it a day",5,"call","it","a","day",0.147058823529412
"calories doing minutes of",5,"calories","doing","minutes","of",1
"came home to find",5,"came","home","to","find",0.454545454545455
"came in with a",5,"came","in","with","a",0.5
"came out of a",5,"came","out","of","a",0.147058823529412
"can't think of anything",5,"can't","think","of","anything",0.227272727272727
"can't wait for it",5,"can't","wait","for","it",0.0257731958762887
"can't wait for more",5,"can't","wait","for","more",0.0257731958762887
"can't wait to catch",5,"can't","wait","to","catch",0.00984251968503937
"can't wait to work",5,"can't","wait","to","work",0.00984251968503937
"can be hard to",5,"can","be","hard","to",0.625
"can be made in",5,"can","be","made","in",0.227272727272727
"can be used for",5,"can","be","used","for",0.135135135135135
"can be used in",5,"can","be","used","in",0.135135135135135
"can change the world",5,"can","change","the","world",0.5
"can do for you",5,"can","do","for","you",0.3125
"can give you a",5,"can","give","you","a",0.227272727272727
"can i ask you",5,"can","i","ask","you",0.625
"can i say i",5,"can","i","say","i",0.147058823529412
"can make all the",5,"can","make","all","the",1
"can make it work",5,"can","make","it","work",0.125
"can see from the",5,"can","see","from","the",0.833333333333333
"can take care of",5,"can","take","care","of",1
"can tell you how",5,"can","tell","you","how",0.161290322580645
"can think about is",5,"can","think","about","is",0.714285714285714
"can you dm me",5,"can","you","dm","me",0.625
"can you see the",5,"can","you","see","the",0.294117647058824
"cannot come fast enough",5,"cannot","come","fast","enough",1
"cant wait to hear",5,"cant","wait","to","hear",0.0714285714285714
"caprera hotel venice italy",5,"caprera","hotel","venice","italy",1
"card i made for",5,"card","i","made","for",0.416666666666667
"card i used the",5,"card","i","used","the",0.833333333333333
"care in the world",5,"care","in","the","world",1
"careful what you wish",5,"careful","what","you","wish",0.714285714285714
"case by case basis",5,"case","by","case","basis",0.833333333333333
"catch a glimpse of",5,"catch","a","glimpse","of",1
"catch up on some",5,"catch","up","on","some",0.147058823529412
"catch up on the",5,"catch","up","on","the",0.147058823529412
"catching up to do",5,"catching","up","to","do",0.833333333333333
"check it out if",5,"check","it","out","if",0.0256410256410256
"check out my new",5,"check","out","my","new",0.0925925925925926
"check out some of",5,"check","out","some","of",0.333333333333333
"click here to read",5,"click","here","to","read",0.416666666666667
"close to my heart",5,"close","to","my","heart",0.357142857142857
"come check out our",5,"come","check","out","our",0.333333333333333
"come down to the",5,"come","down","to","the",0.227272727272727
"come in the form",5,"come","in","the","form",0.294117647058824
"come into contact with",5,"come","into","contact","with",1
"come out at night",5,"come","out","at","night",0.833333333333333
"come out of my",5,"come","out","of","my",0.1
"come to grips with",5,"come","to","grips","with",1
"come to those who",5,"come","to","those","who",1
"come up to me",5,"come","up","to","me",0.454545454545455
"comes to mind is",5,"comes","to","mind","is",0.227272727272727
"coming out last night",5,"coming","out","last","night",0.833333333333333
"coming soon stay tuned",5,"coming","soon","stay","tuned",1
"coming up with a",5,"coming","up","with","a",0.227272727272727
"compared to the rest",5,"compared","to","the","rest",0.121951219512195
"congrats on your new",5,"congrats","on","your","new",0.178571428571429
"considered to be a",5,"considered","to","be","a",0.277777777777778
"contrary to popular belief",5,"contrary","to","popular","belief",1
"cool to room temperature",5,"cool","to","room","temperature",1
"could be seen as",5,"could","be","seen","as",0.714285714285714
"could care less about",5,"could","care","less","about",0.357142857142857
"could go back to",5,"could","go","back","to",0.454545454545455
"could have been the",5,"could","have","been","the",0.078125
"couple of days after",5,"couple","of","days","after",0.0961538461538462
"couple of weeks now",5,"couple","of","weeks","now",0.0617283950617284
"cups of coffee and",5,"cups","of","coffee","and",0.5
"d i love you",5,"d","i","love","you",0.714285714285714
"damage attacks up to",5,"damage","attacks","up","to",1
"day in a row",5,"day","in","a","row",0.454545454545455
"day in and day",5,"day","in","and","day",0.714285714285714
"day in the life",5,"day","in","the","life",0.0806451612903226
"day in the neighborhood",5,"day","in","the","neighborhood",0.0806451612903226
"day of i am",5,"day","of","i","am",0.833333333333333
"day thanks for the",5,"day","thanks","for","the",0.833333333333333
"day to all my",5,"day","to","all","my",0.0943396226415094
"day to be over",5,"day","to","be","over",0.3125
"day to day life",5,"day","to","day","life",0.151515151515152
"day when i was",5,"day","when","i","was",0.454545454545455
"decided that i am",5,"decided","that","i","am",0.192307692307692
"did i mention i",5,"did","i","mention","i",0.121951219512195
"did it in a",5,"did","it","in","a",0.416666666666667
"did not get to",5,"did","not","get","to",0.333333333333333
"did not have a",5,"did","not","have","a",0.119047619047619
"did not have to",5,"did","not","have","to",0.119047619047619
"did not know what",5,"did","not","know","what",0.128205128205128
"did u get my",5,"did","u","get","my",0.294117647058824
"did you end up",5,"did","you","end","up",1
"did you get to",5,"did","you","get","to",0.0595238095238095
"did you know you",5,"did","you","know","you",0.0381679389312977
"did you make it",5,"did","you","make","it",0.333333333333333
"didn't get a chance",5,"didn't","get","a","chance",0.333333333333333
"didn't think it was",5,"didn't","think","it","was",0.714285714285714
"didn't want her to",5,"didn't","want","her","to",0.833333333333333
"didn't want to leave",5,"didn't","want","to","leave",0.0746268656716418
"didnt have time to",5,"didnt","have","time","to",0.833333333333333
"didnt know what to",5,"didnt","know","what","to",0.384615384615385
"didnt want her to",5,"didnt","want","her","to",1
"do a barrel roll",5,"do","a","barrel","roll",1
"do all sorts of",5,"do","all","sorts","of",1
"do anything for you",5,"do","anything","for","you",0.384615384615385
"do in the morning",5,"do","in","the","morning",0.178571428571429
"do it all the",5,"do","it","all","the",0.217391304347826
"do it for me",5,"do","it","for","me",0.138888888888889
"do let me know",5,"do","let","me","know",1
"do not appear to",5,"do","not","appear","to",1
"do not be afraid",5,"do","not","be","afraid",0.333333333333333
"do not like the",5,"do","not","like","the",0.263157894736842
"do say so myself",5,"do","say","so","myself",0.833333333333333
"do some of the",5,"do","some","of","the",0.833333333333333
"do the same with",5,"do","the","same","with",0.0595238095238095
"do this to me",5,"do","this","to","me",0.416666666666667
"do u have a",5,"do","u","have","a",0.238095238095238
"do u have any",5,"do","u","have","any",0.238095238095238
"do what i can",5,"do","what","i","can",0.166666666666667
"do what is right",5,"do","what","is","right",0.5
"do what they want",5,"do","what","they","want",0.454545454545455
"do what you want",5,"do","what","you","want",0.172413793103448
"do whats best for",5,"do","whats","best","for",1
"do you have anything",5,"do","you","have","anything",0.0213675213675214
"do you have the",5,"do","you","have","the",0.0213675213675214
"do you love me",5,"do","you","love","me",0.208333333333333
"do you need a",5,"do","you","need","a",0.135135135135135
"do yourself a favor",5,"do","yourself","a","favor",1
"does anyone else think",5,"does","anyone","else","think",0.333333333333333
"does anyone have a",5,"does","anyone","have","a",0.333333333333333
"does anyone know how",5,"does","anyone","know","how",0.172413793103448
"does it look like",5,"does","it","look","like",0.833333333333333
"does not mean you",5,"does","not","mean","you",0.15625
"doesn't want to be",5,"doesn't","want","to","be",0.238095238095238
